Field_ID,Soil_ID,Field_point,Gauge_mV_before_flood,Gauge_mV_after_1minflood,Density_kg/m3_ND,MassWC_%_ND,Density_kg/m3_PT,MassWC_%_PT
806,32,18,2125.05,2732.5,1668,5.2,,
807,32,19,2119.65,2716.4,1668,5.2,,
808,33,1,,,,,,
809,34,1,2051.5,2767.5,1717,2.8,1773.9,4.1
810,34,2,2072.5,2767,1717,2.8,1773.9,4.1
811,34,3,2088,2826,1746,2.7,1773.9,4.1
812,34,4,2072.5,2806,1746,2.7,1773.9,4.1
813,34,5,2058.5,2766.5,1816,2.2,1633.9,3.5
814,34,6,2089,2805.5,1816,2.2,1633.9,3.5
815,34,7,2068.55,2838.5,1740,2.3,1633.9,3.5
816,34,8,2064.5,2776,1740,2.3,1633.9,3.5
817,34,9,2104,2803.5,1975,2.5,1773.9,4.1
818,34,10,2090.5,2794,1975,2.5,1773.9,4.1
819,34,11,2068.5,2793.5,1753,2.4,1773.9,4.1
820,34,12,2056.5,2766.5,1753,2.4,1773.9,4.1
821,34,13,2073,2728.3,1742,2.7,1633.9,3.5
822,34,14,2093,2787.5,1742,2.7,1633.9,3.5
823,34,15,2076,2799.5,1693,2.6,1633.9,3.5
824,34,16,2099.5,2840,1693,2.6,1633.9,3.5
825,34,17,2082,2876,1746,2.4,1765.7,4.5
826,34,18,2088.5,2801.5,1746,2.4,1765.7,4.5
827,34,19,2051.5,2737.5,1754,3,1765.7,4.5
828,34,20,2123.5,2797.5,1754,3,1765.7,4.5
829,34,21,2078.5,2799.8,1763,2.6,1732.5,4.6
830,34,22,2077,2798,1763,2.6,1732.5,4.6
831,34,23,2061.5,2859.5,1753,3,1732.5,4.6
832,34,24,2070,2839,1753,3,1732.5,4.6
833,34,25,2086.5,2828.5,1708,2.2,1765.7,4.5
834,34,26,2089.5,2795,1708,2.2,1765.7,4.5
835,34,27,2070.5,2844.5,1756,3.1,1765.7,4.5
836,34,28,2092.5,2804.5,1756,3.1,1765.7,4.5
837,34,29,2047.5,2828,1738,2.6,1732.5,4.6
838,34,30,2100.5,2886.5,1738,2.6,1732.5,4.6
839,34,31,2119,2844,1734,2.7,1732.5,4.6
840,34,32,2086.5,2838.5,1734,2.7,1732.5,4.6
841,34,33,2087,2823.5,1731,3.3,1886.1,4.4
842,34,34,2818.5,2848,1731,3.3,1886.1,4.4
843,34,35,2065,2861,1721,2.7,1673.8,4.6
844,34,36,2122.5,2841.5,1721,2.7,1673.8,4.6
845,34,37,2063,2844.5,1720,2.9,1673.8,4.6
846,34,38,2066,2807.5,1749,2.5,1886.1,4.4
847,34,39,2093,2802,1749,2.5,1886.1,4.4
848,34,40,2079,2833,1720,2.9,1673.8,4.6
849,34,41,2092.5,2831,1684,3.3,1673.8,4.6
850,34,42,2080.5,2838.5,1684,3.3,1673.8,4.6
851,34,43,2100.5,2799,1700,2.5,1886.1,4.4
852,34,44,2104,2853,1736,3.2,1673.8,4.6
853,34,45,2090,2816.5,1736,3.2,1673.8,4.6
854,34,46,2102,2793.5,1677,3.3,1886.1,4.4
855,34,47,2123,2781.5,1677,3.3,1886.1,4.4
856,34,48,2095,2787,1700,2.5,1886.1,4.4
857,34,49,2071,2803.5,1774,2.9,1659.5,4.1
858,34,50,2084.5,2846.5,1774,2.9,1659.5,4.1
859,34,51,2077,2831.5,1676,3.4,1659.5,4.1
860,34,52,2082.5,2774.5,1676,3.4,1659.5,4.1
861,34,53,2073,2811,1710,3.3,1731.5,4.7
862,34,54,2081.5,2811,1710,3.3,1731.5,4.7
863,34,55,2034.5,2736,1703,2.8,1731.5,4.7
864,34,56,2078.5,2812.5,1703,2.8,1731.5,4.7
865,34,57,2075.5,2758,1720,3.2,1659.5,4.1
866,34,58,2084,2795,1720,3.2,1659.5,4.1
867,34,59,2059.5,2877.5,1725,2.6,1659.5,4.1
868,34,60,2073.5,2773.5,1725,2.6,1659.5,4.1
869,34,61,2063.5,2786,1700,2.9,1731.5,4.7
870,34,62,2072.5,2891,1700,2.9,1731.5,4.7
871,34,63,2083.5,2806.5,1724,3.2,1731.5,4.7
872,34,64,2059.5,2770.5,1724,3.2,1731.5,4.7
873,34,65,2067,2833,1721,2.2,1731.7,4.3
874,34,66,2057,2886,1721,2.2,1731.7,4.3
875,34,67,2070,2751.5,1718,2.9,1731.7,4.3
876,34,68,2073,2779.5,1718,2.9,1731.7,4.3
877,34,69,2069.5,2782.5,1719,2.5,1803.4,4.1
878,34,70,1968.5,2773,1719,2.5,1803.4,4.1
879,34,71,2066.5,2739.5,1730,2.8,1803.4,4.1
880,34,72,2066.9,2818,1730,2.8,1803.4,4.1
881,34,73,2098,2787,1679,2.9,1731.7,4.3
882,34,74,2042.15,2822.5,1679,2.9,1731.7,4.3
883,34,75,2067.5,2783.5,1675,2.7,1803.4,4.1
884,34,76,1999,2719.5,1675,2.7,1803.4,4.1
885,34,77,2067.5,2734.5,1683,3.1,1803.4,4.1
886,34,78,2149,2806.5,1683,3.1,1803.4,4.1
887,34,79,2074.5,2803,1665,2.9,1731.7,4.3
888,34,80,2036.5,2748,1665,2.9,1731.7,4.3
889,34,81,2094.5,2818.5,2033,2.5,1753.9,3.9
890,34,82,2075.9,2776,2033,2.5,1753.9,3.9
891,34,83,2078.5,2765,2030,2.1,1753.9,3.9
892,34,84,2056.95,2780,2030,2.1,1753.9,3.9
893,34,85,2065.95,2780,1692,2.7,1670.8,4.1
894,34,86,2034.5,2813,2057,2,1670.8,4.1
895,34,87,2044.2,2840,2057,2,1670.8,4.1
896,34,88,2112.5,2818.5,1692,2.7,1670.8,4.1
897,34,89,2069.5,2813,1764,2.7,1753.9,3.9
898,34,90,2056.95,2780,1764,2.7,1753.9,3.9
899,34,91,2085.95,2879.5,1684,3.3,1753.9,3.9
900,34,92,2202,2778.5,1684,3.3,1753.9,3.9
901,34,93,2076.2,2807,1718,2.9,1753.9,3.9
902,34,94,2079,2794.5,1701,2.6,1670.8,4.1
903,34,95,2059.55,2880,1701,2.6,1670.8,4.1
904,34,96,2089.5,2861,1684,3.3,1670.8,4.1
905,34,97,2057.75,2826.5,1742,2,1680.1,4.2
906,34,98,2050.55,2812.5,1740,3.3,1680.1,4.2
907,34,99,2057.13,2802,1740,3.3,1680.1,4.2
908,34,100,2090.85,2837.5,1784,3.2,1637.9,4.6
909,34,101,2071.35,2848.5,1784,3.2,1637.9,4.6
910,34,102,2060.5,2731.5,1702,2.9,1637.9,4.6
911,34,103,2088.95,2879.5,1702,2.9,1637.9,4.6
912,34,104,2080.7,2853.5,1742,2,1680.1,4.2
913,34,105,2076.7,2850.5,1761,3.1,1680.1,4.2
914,34,106,2065.85,2780,1761,3.1,1680.1,4.2
915,34,107,2063.6,2902,1731,2.8,1637.9,4.6
916,34,108,2062.45,2801,1731,2.8,1637.9,4.6
917,34,109,2135.75,2855.5,1715,2.9,1637.9,4.6
918,34,110,2034.95,2764,1715,2.9,1637.9,4.6
919,34,111,2016.85,2913,1769,2.1,1680.1,4.2
920,34,112,2057.5,2780,1769,2.1,1680.1,4.2
921,34,113,2094.65,2861.5,1751,2.2,1733.7,4.3
922,34,114,2001.05,2818,1751,2.2,1733.7,4.3
923,34,115,2084.55,2813.5,1710,3.2,1733.7,4.3
924,34,116,2041.05,2812.5,1710,3.2,1717.2,4.2
925,34,117,2115.25,2839.5,1756,2.3,1717.2,4.2
926,34,118,2064.65,2823.5,1756,2.3,1717.2,4.2
927,34,119,2040.95,2821.5,1710,3.2,1733.7,4.3
928,34,120,2075.7,2798,1730,2.9,1717.2,4.2
929,34,121,2075.5,2806,1707,2.8,1717.2,4.2
930,34,122,2071.5,2782.5,1707,2.8,1717.2,4.2
931,34,123,2088.5,2779.5,1718,2.9,1733.7,4.3
932,34,124,2132,2777.5,1718,2.9,1733.7,4.3
933,34,125,2050.5,2765,1735,2.8,1733.7,4.3
934,34,126,2081.5,2807.5,1735,2.8,1733.7,4.3
935,34,127,2051.5,2839.5,1732,2.8,1717.2,4.2
936,34,128,2081.5,2807.5,1732,2.8,1717.2,4.2
937,34,129,2041.5,2777.5,1752,2.6,,
938,34,130,2056.5,2733,1752,2.6,,
939,34,131,2074.5,2798.5,1758,2.8,,
940,34,132,2065,2748,1682,3.8,,
941,34,133,2049.5,2780,1682,3.8,,
942,34,134,2002.5,2784.5,1772,2.6,,
943,34,135,2011.5,2698.5,1772,2.6,,
944,34,136,2047.5,2771.5,1758,2.8,,
945,34,137,2096.5,2723,1775,2.8,1695.4,5.5
946,34,138,2149.5,2800.5,1775,2.8,1695.4,5.5
947,34,139,2101.5,2772,1703,3.5,1695.4,5.5
948,34,140,2089.5,2792,1703,3.5,1695.4,5.5
949,34,141,2294.5,2839.5,1803,3.8,1728.2,5.7
950,34,142,2116.5,2798.5,1803,3.8,1728.2,5.7
951,34,143,2225.5,2782,1820,3.8,1728.2,5.7
952,34,144,2113.5,2840.5,1820,3.8,1728.2,5.7
953,34,145,2142,2797,1756,3.7,1695.4,5.5
954,34,146,2121.5,2879.5,1756,3.7,1695.4,5.5
955,34,147,2079,2776.5,1820,3.4,1695.4,5.5
956,34,148,2132,2808,1820,3.4,1695.4,5.5
957,34,149,2083.5,2772.5,1783,4.4,1728.2,5.7
958,34,150,2121.5,2779,1783,4.4,1728.2,5.7
959,34,151,2150.5,2794.5,1734,3.9,1728.2,5.7
960,34,152,2090.5,2789.5,1734,3.9,1728.2,5.7
961,34,153,2084,2753.5,1750,3.9,,
962,34,154,2108.5,2744.5,1750,3.9,,
963,34,155,2057,2760.5,1806,2.7,,
964,34,156,2089.5,2832,1806,2.7,,
965,34,157,2076.05,2803,1812,2.9,,
966,34,158,2125.5,2805,1812,2.9,,
967,34,159,2124.5,2826.5,1775,3.5,,
968,34,160,2083.5,2818.5,1775,3.5,,
969,35,1,2054.2,2615.65,2005,4.9,1955.9,3.3
970,35,2,2033.6,2719.7,2005,4.9,1955.9,3.3
971,35,3,2051.4,2754.8,1935,5.1,1955.9,3.3
972,35,4,2045.55,2751.5,1935,5.1,1955.9,3.3
973,35,5,2059,2743.5,2082,3.8,2071.1,3.5
974,35,6,2050,2794.5,2082,3.8,2071.1,3.5
975,35,7,2062.5,2715.5,2091,3.8,2071.1,3.5
976,35,8,2032.5,2771,2091,3.8,2071.1,3.5
977,35,9,2014.5,2800.5,2010,4.8,1955.9,3.3
978,35,10,2046.55,2708.15,2010,4.8,1955.9,3.3
979,35,11,1998.8,2678.45,2070,3.9,2071.1,3.5
980,35,12,2070.95,2639.35,2070,3.9,2071.1,3.5
981,35,13,2049.7,2787.85,2077,4.1,2071.1,3.5
982,35,14,2044.6,2752.3,2077,4.1,2071.1,3.5
983,35,15,1974,2882.95,2074,3.7,2091.9,2.4
984,35,16,2055.75,2741.5,2074,3.7,2091.9,2.4
985,35,17,2006,2783.7,2123,4.1,2091.9,2.4
986,35,18,2021.65,2829.3,2123,4.1,2091.9,2.4
987,35,19,2027,2711.65,2148,3.4,2009,3.3
988,35,20,2045,2767.9,2148,3.4,2009,3.3
989,35,21,2007.2,2805.05,2059,3.7,2009,3.3
990,35,22,2053.1,2723.05,2059,3.7,2009,3.3
991,35,23,2051.2,2809.25,2084,3.7,2091.9,2.4
992,35,24,2026.9,2849.05,2084,3.7,2091.9,2.4
993,35,25,2035.2,2848.7,2094,4.3,2091.9,2.4
994,35,26,2013.2,2844.45,2094,4.3,2091.9,2.4
995,35,27,2001.45,2819.65,2066,4.8,2009,3.3
996,35,28,2006.05,2800.8,2066,4.8,2009,3.3
997,35,29,2039.6,2772.65,2073,3.9,2009,3.3
998,35,30,2055.75,2795.45,2073,3.9,2009,3.3
999,35,31,2058.85,2735.45,2113,3.9,1953.8,3.8
1000,35,32,1992.55,2871.15,2113,3.9,1953.8,3.8
1001,35,33,1064.55,2808.75,2089,4.9,1992.9,3.3
1002,35,34,2056.95,2595.75,2089,4.9,1992.9,3.3
1003,35,35,2001.5,2841,2100,4,1992.9,3.3
1004,35,36,2071.5,2726,2093,3.6,1953.8,3.8
1005,35,37,2045.5,2786.5,2093,3.6,1953.8,3.8
1006,35,38,2021,2806,2100,4,1992.9,3.3
1007,35,39,2068,2731,2089,4.3,1992.9,3.3
1008,35,40,2837.5,2782.5,2089,4.3,1992.9,3.3
1009,35,41,2063,2802.5,2131,4.6,1992.9,3.3
1010,35,42,2050.5,2739.5,2131,4.6,1992.9,3.3
1011,35,43,2066,2700.5,2178,4.3,1992.9,3.3
1012,35,44,2051,2600.5,2081,4.2,1953.8,3.8
1013,35,45,2066.5,2802,2081,4.2,1953.8,3.8
1014,35,46,2025.5,2734.5,2131,4.6,1953.8,3.8
1015,35,47,2033,2783.5,2022,3.3,1860.5,3.3
1016,35,48,2000.5,2799.5,2022,3.3,1860.5,3.3
1017,35,49,2051.6,2837.5,2054,3.6,1860.5,3.3
1018,35,50,2043.55,2791.6,2054,3.6,1860.5,3.3
1019,35,51,2052.5,2800.1,1995,3.8,1982.2,3.3
1020,35,52,2018.85,2768,1995,3.8,1982.2,3.3
1021,35,53,2039.3,2775.5,2050,3.9,1982.2,3.3
1022,35,54,2061.8,2601.5,2050,3.9,1982.2,3.3
1023,35,55,2049.5,2783.25,2015,2.9,1860.5,3.3
1024,35,56,2054.45,2691,2015,2.9,1860.5,3.3
1025,35,57,2034.55,2639.5,2070,3.3,1860.5,3.3
1026,35,58,2027.8,2706.5,2070,3.3,1860.5,3.3
1027,35,59,2048.75,2713.5,2108,3.2,1982.2,3.3
1028,35,60,2041.5,2756.5,2108,3.2,1982.2,3.3
1029,35,61,201.5,2806.5,2010,3.1,1982.2,3.3
1030,35,62,1960.55,2845,2010,3.1,1982.2,3.3
1031,35,63,2016.65,2746.1,2026,3.7,1840.6,3.2
1032,35,64,2035.65,2780.65,2026,3.7,1840.6,3.2
1033,35,65,2053,2771,2090,3.4,1840.6,3.2
1034,35,66,2084.4,2690.5,2090,3.4,1840.6,3.2
1035,35,67,2078.35,2616.5,2104,3.3,2016.3,3.5
1036,35,68,2031.4,2727.5,2104,3.3,2016.3,3.5
1037,35,69,2005.8,2785.5,2048,3.8,2016.3,3.5
1038,35,70,2025.5,2797.5,2048,3.8,2016.3,3.5
1039,35,71,1984.1,2838,2029,3.5,1840.6,3.2
1040,35,72,2027.1,2816.9,2029,3.5,1840.6,3.2
1041,35,73,1971.05,2809.5,2057,4.2,2016.3,3.5
1042,35,74,2021.25,2850,2057,4.2,2016.3,3.5
1043,35,75,1978.65,2907.5,2045,3.3,2016.3,3.5
1044,35,76,2005.6,2869.5,2045,3.3,2016.3,3.5
1045,35,77,1977,2720.5,2032,3.3,1840.6,3.2
1046,35,78,2036.5,2748,2032,3.3,1840.6,3.2
1047,35,79,2086.5,2716,2026,3.5,1909.1,3.6
1048,35,80,2027.5,2776,2026,3.5,1909.1,3.6
1049,35,81,2053,2761,2031,4.4,1909.1,3.6
1050,35,82,2035,2765.5,2031,4.4,1909.1,3.6
1051,35,83,2058.5,2656.5,2022,3.6,2138,2.7
1052,35,84,1972.5,2836,2022,3.6,2138,2.7
1053,35,85,2018.5,2751,2079,3.1,2138,2.7
1054,35,86,2009,2796,2079,3.1,2138,2.7
1055,35,87,2020.5,2800.5,2005,2.7,1909.1,3.6
1056,35,88,2012.5,2808.5,2005,2.7,1909.1,3.6
1057,35,89,2064.5,2717.5,2082,3.8,1909.1,3.6
1058,35,90,2019.5,2723.5,2082,3.8,1909.1,3.6
1059,35,91,2075,2688.5,2038,3.6,1909.1,3.6
1060,35,92,2003.5,2771,1957,2.9,2138,2.7
1061,35,93,2042.5,2699.5,1957,2.9,2138,2.7
1062,35,94,2034.5,2766.5,2082,38,2138,2.7
1063,35,95,2072,2660,2029,3,1951.2,3.4
1064,35,96,2019.5,2740.5,2048,3.2,1951.2,3.4
1065,35,97,2055.5,2730,2048,3.2,1951.2,3.4
1066,35,98,2040.5,2752,2015,3.3,2026.2,3.7
1067,35,99,2011,2816.5,2015,3.3,2026.2,3.7
1068,35,100,2060.5,2731.5,2088,3.3,2026.2,3.7
1069,35,101,2041,2723,2088,3.3,2026.2,3.7
1070,35,102,2035.5,2700.5,2029,3,1951.2,3.4
1071,35,103,2017.5,2758,2013,3.8,1951.2,3.4
1072,35,104,2027.5,2748.5,2013,3.8,1951.2,3.4
1073,35,105,2000.5,2772.5,2073,3.3,2026.2,3.7
1074,35,106,2039.5,2764.5,2073,3.3,2026.2,3.7
1075,35,107,2014.5,2817.5,2101,3.2,2026.2,3.7
1076,35,108,2037,2842,2101,3.2,2026.2,3.7
1077,35,109,2169.5,2571.5,2079,3.3,1951.2,3.4
1078,35,110,2006.5,2776.5,2079,3.3,1951.2,3.4
1079,35,111,2176.5,2590,2107,4.6,,
1080,35,112,2032.5,2747.5,2107,4.6,,
1081,35,113,2113.5,2688.5,2107,4.4,,
1082,35,114,2111.5,2772,2080,4.6,,
1083,35,115,2179.5,2601,2097,4.5,,
1084,35,116,2109.5,2691,2097,4.5,,
1085,35,117,2015.5,2792,2107,4.4,,
1086,35,118,2074.5,2737,2084,4.6,,
1087,35,119,2113.5,2726.5,2080,5.1,,
1088,35,120,2147.5,2731,2080,5.1,,
1089,35,121,2144.5,2766.5,1969,4.8,,
1090,35,122,2168,2746.5,1969,4.8,,
1091,35,123,2110.5,2746,2080,4.8,,
1092,35,124,2102,2735.5,2080,4.8,,
1093,35,125,2113.5,2781.5,2110,4.1,,
1094,35,126,2052.5,2784.5,2110,4.1,,
1095,35,127,2170.5,2667.5,2083,4.6,,
1096,35,128,2115,2745.5,2114,4.3,,
1097,35,129,2048,2832,2114,4.3,,
1098,35,130,2142,2740,2083,4.8,,
1099,35,131,2152.5,2727,2083,4.8,,
1100,35,132,2144,2815,2083,4.6,,
1101,35,133,2098.5,2705,2059,4.9,,
1102,35,134,2139,2726,2059,4.9,,
1103,35,135,2147,2714,2102,4.1,,
1104,35,136,2072,2760,2102,4.1,,
1105,35,137,2095.5,2691.5,2073,5,,
1106,35,138,2175,2759.5,2073,5,,
1107,35,139,2161.5,2629.5,2090,4.9,,
1108,35,140,2165,2708.5,2090,4.9,,
1109,35,141,2107.5,2734.5,2055,4.4,,
1110,35,142,2099,2727.5,2055,4.4,,
1111,35,143,2054.5,2799.5,2110,4.4,,
1112,35,144,2114.5,2782,2110,4.4,,
1113,35,145,2057.5,2803.5,2104,4.5,,
1114,35,146,2061.5,2818.5,2104,4.5,,
1115,35,147,2121,2722,2094,4.9,,
1116,35,148,2081.5,2658.5,2094,4.9,,
1117,35,149,2101.5,2758,2081,3.6,,
1118,35,150,2133.5,2729.5,2081,3.6,,
1119,35,151,2051.5,2773,2095,3.4,,
1120,35,152,2051.5,2764.5,2095,3.4,,
1121,35,153,2050.5,2829,2140,3.9,,
1122,35,154,2107.5,2675.5,2140,3.9,,
1123,35,155,2095.5,2784,2096,4.5,,
1124,35,156,2142.5,2767.5,2096,4.5,,
1128,,,,,,,,
1129,,,,,,,,
1130,,,,,,,,
1131,,,,,,,,
1132,,,,,,,,
1133,,,,,,,,
1134,,,,,,,,
1135,,,,,,,,
1136,,,,,,,,
1137,,,,,,,,
1138,,,,,,,,
1139,,,,,,,,
1140,,,,,,,,
1141,,,,,,,,
1142,,,,,,,,
1143,,,,,,,,
1144,,,,,,,,
1145,,,,,,,,
1146,,,,,,,,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,,,,,,,
1154,,,,,,,,
1155,,,,,,,,
1156,,,,,,,,
1157,,,,,,,,
1158,,,,,,,,
1159,,,,,,,,
1160,,,,,,,,
1161,,,,,,,,
1162,,,,,,,,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,,,,
1166,,,,,,,,
1167,,,,,,,,
1168,,,,,,,,
1169,,,,,,,,
1170,,,,,,,,
1171,,,,,,,,
1172,,,,,,,,
1173,,,,,,,,
1174,,,,,,,,
1175,,,,,,,,
1176,,,,,,,,
1177,,,,,,,,
1178,,,,,,,,
1179,,,,,,,,
1180,,,,,,,,
1181,,,,,,,,
1182,,,,,,,,
1183,,,,,,,,
1184,,,,,,,,
1185,,,,,,,,
1186,,,,,,,,
1187,,,,,,,,
1188,,,,,,,,
1189,,,,,,,,
1190,,,,,,,,
1191,,,,,,,,
1192,,,,,,,,
1193,,,,,,,,
1194,,,,,,,,
1195,,,,,,,,
1196,,,,,,,,
1197,,,,,,,,
1198,,,,,,,,
1199,,,,,,,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,,
1204,,,,,,,,
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,,
1208,,,,,,,,
1209,,,,,,,,
1210,,,,,,,,
1211,,,,,,,,
1212,,,,,,,,
1213,,,,,,,,
1214,,,,,,,,
1215,,,,,,,,
1216,,,,,,,,
1217,,,,,,,,
1218,,,,,,,,
1219,,,,,,,,
1220,,,,,,,,
1221,,,,,,,,
1222,,,,,,,,
1223,,,,,,,,
1224,,,,,,,,
1225,,,,,,,,
1226,,,,,,,,
1227,,,,,,,,
1228,,,,,,,,
1229,,,,,,,,
1230,,,,,,,,
1231,,,,,,,,
1232,,,,,,,,
1233,,,,,,,,
1234,,,,,,,,
1235,,,,,,,,
1236,,,,,,,,
1237,,,,,,,,
1238,,,,,,,,
1239,,,,,,,,
1240,,,,,,,,
1241,,,,,,,,
1242,,,,,,,,
1243,,,,,,,,
1244,,,,,,,,
1245,,,,,,,,
1246,,,,,,,,
1247,,,,,,,,
1248,,,,,,,,
1249,,,,,,,,
1250,,,,,,,,
1251,,,,,,,,
1252,,,,,,,,
1253,,,,,,,,
1254,,,,,,,,
1255,,,,,,,,
1256,,,,,,,,
1257,,,,,,,,
1258,,,,,,,,
1259,,,,,,,,
1260,,,,,,,,
1261,,,,,,,,
1262,,,,,,,,
1263,,,,,,,,
1264,,,,,,,,
1265,,,,,,,,
1266,,,,,,,,
1267,,,,,,,,
1268,,,,,,,,
1269,,,,,,,,
1270,,,,,,,,
1271,,,,,,,,
1272,,,,,,,,
1273,,,,,,,,
1274,,,,,,,,
1275,,,,,,,,
1276,,,,,,,,
1277,,,,,,,,
1278,,,,,,,,
1279,,,,,,,,
1280,,,,,,,,
1281,,,,,,,,
1282,,,,,,,,
1283,,,,,,,,
1284,,,,,,,,
1285,,,,,,,,
1286,,,,,,,,
1287,,,,,,,,
1288,,,,,,,,
1289,,,,,,,,
1290,,,,,,,,
1291,,,,,,,,
1292,,,,,,,,
1293,,,,,,,,
